Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Final_Exam_Score
15.4,80.2,Medium,Medium,Yes,8.2,54.8,Medium,Yes,2.0,47.5
10.9,69.3,High,Medium,Yes,4.0,88.1,Medium,Yes,1.0,51.1
18.4,70.0,High,High,No,6.7,57.4,Medium,Yes,3.0,56.3
17.8,86.6,High,Medium,Yes,8.5,70.5,Medium,Yes,1.0,54.8
25.5,75.7,High,Medium,No,9.1,54.1,Medium,Yes,1.0,51.2
21.3,97.2,Medium,High,Yes,7.8,70.8,Medium,Yes,3.0,69.2
12.2,96.2,Low,Low,No,7.1,70.4,Medium,No,0.0,56.9
16.9,92.6,High,Medium,Yes,7.1,61.6,Medium,Yes,0.0,50.0
17.6,89.2,High,Medium,Yes,5.3,98.2,Medium,Yes,2.0,69.6
20.9,72.1,Medium,Medium,No,8.8,99.6,Medium,Yes,2.0,67.3
16.5,61.8,Medium,Medium,No,7.6,88.7,Medium,Yes,4.0,66.7
26.7,83.6,High,Medium,Yes,5.3,82.3,Medium,Yes,4.0,76.4
21.2,66.9,Low,Medium,No,5.5,95.7,Medium,Yes,2.0,66.0
19.6,70.9,High,Low,No,8.8,58.1,Medium,Yes,2.0,48.9
11.3,84.4,High,Low,Yes,5.8,66.3,Medium,Yes,0.0,43.1
14.7,66.7,High,Low,Yes,4.1,94.5,Medium,No,3.0,65.6
11.3,99.6,Low,Medium,No,9.5,93.9,Medium,Yes,1.0,67.4
24.7,80.5,Medium,Medium,No,9.1,70.4,Medium,Yes,0.0,62.7
26.3,62.1,Medium,Medium,Yes,9.2,87.5,Medium,Yes,1.0,67.3
17.8,60.1,Low,Medium,No,8.5,62.5,Medium,Yes,,46.4
18.0,79.6,Medium,Medium,Yes,9.8,59.8,Medium,Yes,1.0,57.9
19.7,98.1,High,High,Yes,7.7,84.7,Medium,Yes,,71.4
27.3,65.5,High,High,Yes,4.9,89.5,Medium,Yes,1.0,66.8
17.6,61.7,Low,High,Yes,5.7,67.5,Medium,No,1.0,56.5
17.3,64.1,High,Medium,No,8.3,56.4,Medium,Yes,1.0,50.3
19.8,69.1,Medium,High,Yes,8.6,80.5,Medium,Yes,3.0,57.9
14.5,60.4,Medium,Medium,Yes,7.1,77.4,Medium,Yes,2.0,51.3
16.1,77.0,Medium,Medium,Yes,6.3,99.3,Medium,Yes,6.0,70.0
26.5,64.9,High,Low,Yes,7.2,55.8,Medium,Yes,2.0,47.9
23.3,61.7,Medium,High,No,7.5,87.3,Medium,Yes,2.0,70.3
30.9,66.7,Medium,Medium,Yes,8.3,64.5,Medium,Yes,2.0,50.0
21.7,76.3,Medium,Medium,Yes,7.9,83.1,Medium,Yes,2.0,66.4
14.5,82.2,High,High,Yes,5.7,86.5,Medium,No,1.0,59.9
10.3,86.0,High,High,No,6.8,72.1,Medium,Yes,1.0,58.7
20.9,90.8,Medium,High,No,8.6,93.5,Medium,Yes,0.0,63.2
17.4,77.3,Medium,Medium,Yes,5.1,93.0,Medium,Yes,1.0,66.5
21.0,69.9,Medium,Medium,No,6.5,67.4,Medium,Yes,1.0,58.7
17.0,67.9,Medium,Medium,Yes,7.2,62.6,Medium,Yes,1.0,41.6
33.1,93.5,High,High,Yes,9.1,64.7,Medium,Yes,0.0,63.6
25.3,92.1,High,Medium,No,8.6,99.2,Medium,Yes,1.0,75.5
27.3,62.9,Medium,Low,Yes,5.6,91.6,Medium,No,1.0,61.3
15.9,69.5,Medium,Medium,Yes,7.0,81.5,Medium,No,1.0,64.3
20.9,83.2,High,High,Yes,5.9,55.3,Medium,Yes,1.0,47.1
16.3,83.6,High,Medium,Yes,5.6,94.8,Medium,Yes,1.0,68.7
6.2,76.1,Low,Medium,Yes,8.4,71.6,Medium,Yes,1.0,46.7
15.1,95.0,Medium,High,Yes,7.4,95.5,Medium,Yes,0.0,66.7
29.2,74.2,High,High,No,9.2,82.0,Medium,Yes,0.0,69.5
24.8,,High,High,No,7.6,60.1,Medium,Yes,1.0,61.6
22.4,99.7,Low,Low,No,6.7,55.3,Medium,Yes,3.0,62.0
19.4,70.9,Low,High,Yes,8.5,87.4,Medium,Yes,0.0,62.8
11.2,90.5,Medium,Medium,Yes,7.4,79.3,Medium,Yes,2.0,64.2
31.0,90.7,Medium,Low,No,9.6,51.0,Medium,Yes,1.0,59.1
13.6,96.0,Medium,Low,No,5.2,100.0,Medium,Yes,0.0,59.0
23.0,74.2,High,High,,8.8,61.0,Medium,Yes,0.0,63.4
12.3,91.6,Medium,Medium,Yes,5.3,53.8,Medium,Yes,1.0,51.0
11.4,82.3,Medium,Medium,Yes,6.6,88.7,Medium,Yes,2.0,58.8
11.2,98.9,Medium,High,Yes,7.3,89.5,Medium,Yes,0.0,70.3
26.3,76.0,Medium,Medium,No,6.3,78.9,Medium,Yes,0.0,65.2
23.3,79.7,Low,High,Yes,6.5,80.0,Medium,Yes,4.0,70.7
12.0,99.1,Medium,Low,Yes,7.8,71.1,Medium,Yes,2.0,61.2
12.3,95.0,Medium,Medium,Yes,5.5,89.4,Medium,Yes,0.0,68.2
16.2,67.8,Medium,High,Yes,6.1,55.2,Medium,Yes,1.0,53.2
29.7,92.1,High,Medium,No,7.4,90.0,Medium,Yes,2.0,72.3
17.4,77.3,Medium,Low,No,7.3,94.1,Medium,Yes,0.0,60.5
15.4,95.1,Medium,High,Yes,7.0,55.3,Medium,Yes,2.0,59.5
15.3,81.0,High,Low,Yes,9.6,85.6,Medium,Yes,1.0,62.2
28.6,97.3,High,Medium,No,7.0,66.0,Medium,Yes,1.0,65.7
24.8,62.9,Medium,Low,No,8.3,93.0,Medium,Yes,1.0,65.6
20.6,84.1,Low,High,Yes,5.9,90.1,Medium,Yes,1.0,63.7
15.3,93.6,Medium,Medium,Yes,7.9,76.7,Medium,Yes,1.0,60.3
10.1,67.6,Medium,High,Yes,8.3,59.7,Medium,Yes,0.0,40.5
16.1,68.6,Medium,Low,Yes,6.6,58.2,Medium,Yes,0.0,46.4
24.0,64.3,Medium,High,Yes,8.0,85.9,Medium,Yes,0.0,64.2
17.2,87.2,Low,High,No,7.8,86.7,Medium,Yes,0.0,62.9
26.8,62.8,Medium,Medium,Yes,8.6,72.3,Medium,No,0.0,62.0
20.7,64.0,Medium,Medium,No,9.6,57.2,Medium,Yes,2.0,52.9
9.3,82.3,High,Medium,No,8.1,96.7,Medium,Yes,1.0,62.0
25.5,95.0,Medium,Low,Yes,6.4,93.2,Medium,Yes,1.0,77.0
17.4,92.5,High,High,No,8.5,85.0,Medium,Yes,2.0,64.4
20.0,63.1,High,Low,Yes,6.8,57.9,Medium,Yes,0.0,48.6
26.9,62.6,High,Low,No,7.5,71.4,Medium,Yes,6.0,64.8
25.5,76.4,Medium,Medium,Yes,6.3,92.1,Medium,Yes,1.0,70.3
6.0,92.2,Medium,High,No,6.8,74.5,Medium,Yes,2.0,59.9
18.4,70.3,Low,Medium,Yes,4.0,94.3,Medium,Yes,1.0,66.7
19.0,93.8,Medium,Medium,Yes,6.5,79.0,Medium,Yes,2.0,69.8
15.6,64.2,High,Low,No,6.2,77.7,Medium,Yes,1.0,52.6
21.1,94.9,Medium,High,Yes,5.4,87.6,Medium,Yes,1.0,67.0
23.0,81.2,Low,Low,No,5.4,77.5,Medium,Yes,0.0,64.6
12.7,97.7,Low,High,No,9.2,89.2,Medium,Yes,1.0,61.6
12.4,81.6,High,Medium,Yes,7.7,97.5,Medium,,0.0,60.1
21.6,61.2,Low,Low,Yes,8.7,91.7,Medium,No,2.0,61.0
21.5,92.3,Medium,Medium,No,7.0,66.9,Medium,,3.0,63.8
15.7,85.7,Low,Medium,Yes,7.4,78.3,Medium,Yes,1.0,47.2
21.6,84.5,Medium,High,No,9.1,78.8,Medium,Yes,3.0,63.4
20.7,97.5,Medium,High,No,7.4,52.7,Medium,Yes,0.0,55.7
22.6,84.4,Low,Medium,No,6.0,98.5,Medium,Yes,1.0,69.2
22.1,97.3,Low,Medium,Yes,8.0,80.6,Medium,Yes,2.0,72.7
25.7,87.1,Medium,Low,No,4.5,93.9,Medium,No,1.0,67.7
18.6,63.7,Medium,Medium,Yes,5.0,50.1,Medium,Yes,2.0,45.2
18.0,67.5,Medium,Medium,Yes,8.0,93.9,Medium,Yes,2.0,63.3
16.6,76.8,Medium,High,No,6.9,56.0,Medium,No,0.0,55.2
28.6,76.2,Medium,Medium,Yes,8.5,70.7,Medium,Yes,1.0,68.7
22.5,62.8,Low,Medium,No,6.7,96.2,Medium,Yes,2.0,63.0
20.3,60.7,Medium,Low,Yes,7.3,74.7,Medium,Yes,3.0,54.5
11.7,77.8,High,Low,Yes,6.1,79.7,Medium,Yes,2.0,55.3
12.6,90.7,,Medium,Yes,7.4,85.4,Medium,Yes,0.0,50.7
18.1,83.3,Medium,Low,No,9.2,60.6,Medium,Yes,2.0,54.2
17.7,80.0,Medium,High,Yes,9.8,91.1,Medium,Yes,2.0,67.0
5.9,70.1,Low,Medium,No,8.4,55.2,Medium,Yes,3.0,39.6
23.2,75.0,Medium,High,Yes,5.5,75.3,Medium,Yes,0.0,58.9
29.4,81.9,Medium,Medium,No,7.6,94.6,Medium,Yes,1.0,76.6
17.4,96.4,Low,Medium,Yes,8.1,61.9,Medium,Yes,0.0,43.2
16.6,88.3,High,Medium,Yes,8.7,52.9,Medium,Yes,3.0,58.5
9.7,63.9,,High,Yes,7.4,50.2,Medium,Yes,0.0,37.6
19.2,84.7,High,Medium,Yes,5.4,51.5,Medium,Yes,0.0,51.5
23.4,67.7,Medium,Medium,Yes,8.7,82.4,Medium,Yes,4.0,62.0
25.5,91.1,High,Medium,No,7.9,88.0,Medium,Yes,1.0,74.2
20.1,72.0,Low,Medium,No,10.0,97.8,Medium,Yes,3.0,61.9
17.1,72.2,High,High,Yes,8.3,55.2,Medium,Yes,0.0,52.4
26.3,75.4,Medium,Medium,No,8.8,76.3,Medium,Yes,2.0,59.6
14.1,65.5,Low,High,No,8.8,66.3,Medium,Yes,3.0,59.8
22.1,96.6,Low,Medium,Yes,5.8,58.1,Medium,Yes,2.0,61.2
16.9,67.5,,Medium,Yes,6.5,,Medium,Yes,1.0,54.7
25.3,83.5,Medium,High,No,6.4,97.7,Medium,Yes,1.0,73.8
21.5,98.8,High,Low,No,7.9,77.5,Medium,Yes,0.0,64.8
22.2,60.7,Medium,Medium,No,5.7,70.5,Medium,Yes,1.0,60.2
27.7,73.6,Medium,Low,No,8.2,52.8,Medium,Yes,2.0,52.1
27.8,62.6,Medium,Low,No,6.1,50.8,Medium,Yes,1.0,53.6
19.9,97.3,Medium,Medium,No,8.2,95.8,Medium,Yes,0.0,64.7
21.6,62.9,High,High,Yes,5.9,72.8,Medium,Yes,2.0,53.2
8.5,83.6,Medium,High,No,4.2,70.3,Medium,No,0.0,50.7
16.0,73.0,Medium,High,,7.6,94.2,Medium,No,3.0,68.5
32.6,61.6,High,Low,No,8.1,56.1,Medium,Yes,2.0,57.9
25.4,62.7,Medium,Medium,No,7.7,55.1,Medium,No,1.0,55.8
32.3,86.7,High,Medium,No,5.1,86.5,Medium,Yes,2.0,77.1
26.1,65.4,Low,Medium,Yes,7.6,67.8,Medium,Yes,0.0,60.9
20.6,72.6,Low,High,No,6.4,68.3,Medium,Yes,4.0,54.6
16.8,76.4,High,Low,Yes,4.9,56.5,Medium,Yes,2.0,56.6
25.6,88.4,High,Medium,Yes,6.6,55.4,Medium,Yes,1.0,56.3
39.2,92.4,Low,High,Yes,4.5,94.5,Medium,Yes,1.0,83.0
26.6,91.7,Medium,Medium,No,6.2,58.0,Medium,Yes,1.0,59.2
22.7,91.9,Low,High,No,9.0,73.0,Medium,Yes,5.0,69.7
34.2,78.8,Medium,Medium,No,8.4,57.4,Medium,Yes,3.0,62.6
15.8,73.5,High,Low,No,8.4,89.0,Medium,No,0.0,56.2
20.1,66.9,Low,Low,Yes,7.8,50.8,Medium,Yes,0.0,44.6
22.1,74.0,Medium,Medium,No,8.3,68.0,Medium,Yes,0.0,57.8
22.4,79.4,High,Medium,No,6.3,54.0,Medium,No,3.0,61.4
4.5,,Medium,Low,Yes,6.6,56.4,Medium,Yes,3.0,45.7
16.9,86.3,High,Medium,Yes,8.6,77.7,Medium,Yes,3.0,65.3
24.5,61.5,Medium,High,Yes,7.5,72.6,Medium,Yes,2.0,62.6
25.6,89.2,High,Medium,Yes,8.3,98.1,Medium,Yes,0.0,66.1
26.7,81.5,Medium,Low,No,7.3,88.1,Medium,Yes,2.0,71.9
15.5,,High,Medium,No,6.1,95.7,Medium,Yes,1.0,68.9
24.9,63.4,Low,Low,Yes,5.6,77.5,Medium,Yes,0.0,52.9
17.3,95.6,Medium,High,No,9.1,89.4,Medium,Yes,1.0,80.9
20.0,80.5,High,Low,No,5.3,54.0,Medium,Yes,2.0,55.9
21.8,77.0,High,Medium,No,10.0,78.6,Medium,Yes,1.0,55.2
19.4,85.2,Medium,Medium,No,7.2,80.2,Medium,Yes,2.0,58.0
21.0,99.0,High,Medium,Yes,5.4,58.4,Medium,No,2.0,62.2
20.7,60.8,High,Low,No,5.8,84.4,Medium,Yes,1.0,59.8
24.1,71.5,Medium,Medium,Yes,5.6,59.6,Medium,Yes,0.0,50.0
28.0,91.3,Medium,Medium,Yes,6.7,82.2,Medium,Yes,2.0,77.8
28.0,68.6,Medium,Medium,No,6.8,71.4,Medium,Yes,1.0,51.4
21.4,78.9,Medium,Low,No,4.0,58.9,Medium,Yes,1.0,50.8
19.6,87.0,High,High,No,8.1,81.4,Medium,Yes,0.0,60.5
21.1,80.4,Medium,Medium,Yes,6.5,78.1,Medium,Yes,1.0,67.6
13.8,71.4,High,Medium,Yes,6.6,81.7,Medium,Yes,2.0,60.6
27.5,90.3,Medium,Medium,Yes,6.5,55.1,Medium,Yes,1.0,64.9
17.6,77.6,Low,Medium,No,8.6,51.8,Medium,Yes,1.0,45.6
8.7,63.6,High,Medium,No,6.3,87.0,Medium,Yes,1.0,56.5
12.9,89.2,Medium,Low,Yes,9.2,84.6,Medium,Yes,2.0,57.7
30.1,87.3,Medium,High,No,6.7,79.4,Medium,Yes,1.0,68.5
23.5,,Medium,Medium,Yes,5.2,90.9,Medium,Yes,3.0,76.8
21.0,,Medium,Low,No,6.2,57.5,Medium,Yes,3.0,51.2
21.7,94.7,Medium,Medium,No,7.4,94.0,Medium,Yes,2.0,81.9
21.8,79.8,Medium,High,Yes,7.1,77.4,Medium,Yes,5.0,64.9
16.2,80.3,Low,Medium,,6.4,93.3,Medium,Yes,2.0,72.3
11.2,85.1,High,High,Yes,8.8,85.7,Medium,No,1.0,57.0
21.0,82.9,High,High,No,7.8,,Medium,Yes,1.0,52.8
14.9,70.2,Medium,Medium,Yes,8.5,68.2,Medium,Yes,1.0,51.2
30.0,93.4,High,Low,Yes,7.9,92.2,Medium,Yes,0.0,78.8
29.1,74.4,Medium,High,Yes,8.0,92.5,Medium,Yes,2.0,81.7
17.5,64.8,Medium,High,No,4.9,71.1,Medium,Yes,2.0,58.0
21.8,79.3,Medium,Medium,Yes,7.4,85.0,Medium,Yes,5.0,69.0
15.0,68.8,High,Medium,No,6.9,70.6,Medium,Yes,0.0,49.5
26.8,80.8,Medium,Medium,Yes,9.4,67.3,Medium,Yes,2.0,63.6
24.4,86.2,Medium,,No,5.0,60.6,Medium,Yes,2.0,54.3
15.1,80.4,,High,Yes,7.7,88.4,Medium,Yes,1.0,64.6
28.5,93.5,Low,Low,,6.5,93.5,Medium,Yes,1.0,78.5
17.9,79.9,Medium,High,Yes,4.6,64.9,Medium,Yes,1.0,59.4
21.9,97.1,Medium,High,Yes,6.9,88.1,Medium,Yes,3.0,70.0
10.9,62.1,Low,Low,Yes,10.0,99.6,Medium,Yes,1.0,52.1
24.6,60.2,Medium,Low,Yes,8.2,60.6,Medium,Yes,1.0,50.9
13.5,94.8,Medium,Medium,No,7.2,80.9,Medium,Yes,1.0,67.6
5.3,82.5,Low,Medium,Yes,8.5,77.2,Medium,Yes,2.0,53.3
32.2,83.5,Medium,High,No,5.4,58.2,Medium,Yes,0.0,59.6
23.4,90.9,Medium,Low,Yes,7.6,91.1,Medium,Yes,1.0,70.9
24.9,86.5,Medium,High,Yes,7.1,62.9,Medium,No,2.0,59.1
5.5,72.6,Medium,Medium,No,5.9,64.5,Medium,Yes,1.0,44.8
21.4,70.3,Low,Medium,Yes,7.1,72.6,Medium,Yes,2.0,53.4
16.4,91.9,High,High,Yes,6.3,60.8,Medium,Yes,2.0,57.4
8.2,72.0,High,Low,Yes,6.2,62.8,Medium,Yes,1.0,44.4
34.0,61.3,Medium,High,Yes,8.1,82.7,Medium,Yes,2.0,69.1
8.8,91.2,High,Medium,No,9.9,58.1,Medium,Yes,6.0,54.0
22.4,92.4,Low,Medium,Yes,5.4,65.0,Medium,Yes,5.0,58.7
27.4,80.0,Medium,High,Yes,6.8,67.6,Medium,Yes,2.0,61.3
23.6,71.8,High,Medium,Yes,5.8,91.5,Medium,Yes,2.0,64.8
28.4,87.5,Low,Medium,Yes,7.3,83.2,Medium,Yes,2.0,66.7
20.4,73.1,Medium,Medium,Yes,7.1,89.7,Medium,Yes,2.0,72.5
20.5,88.8,Medium,High,No,6.9,80.9,Medium,No,2.0,72.7
25.8,63.1,High,Medium,No,8.7,74.2,Medium,Yes,2.0,68.6
8.3,71.1,Medium,Medium,No,8.0,77.6,Medium,Yes,1.0,55.2
9.8,92.8,High,Low,No,8.9,92.5,Medium,Yes,1.0,62.4
37.4,78.9,Low,Medium,Yes,5.2,70.4,Medium,Yes,3.0,75.1
22.3,,Low,Medium,Yes,8.1,66.0,Medium,Yes,4.0,57.1
36.8,71.0,Medium,High,Yes,7.5,59.3,Medium,Yes,1.0,72.8
21.3,73.9,Low,High,Yes,8.7,67.3,Medium,Yes,3.0,64.2
27.1,64.6,Medium,High,No,4.0,80.4,Medium,Yes,1.0,63.9
13.2,69.1,High,High,Yes,5.8,80.5,Medium,Yes,4.0,62.1
23.6,94.9,High,High,Yes,6.1,56.2,Medium,Yes,2.0,66.2
26.9,66.6,Medium,Medium,Yes,7.9,75.5,Medium,Yes,1.0,60.9
17.7,72.7,High,High,Yes,5.9,83.0,Medium,Yes,2.0,64.9
12.9,71.4,High,Medium,Yes,4.0,75.1,Medium,Yes,0.0,57.3
13.2,98.5,Medium,High,No,8.9,85.6,Medium,Yes,3.0,73.3
11.0,73.3,Medium,Low,Yes,5.4,91.5,Medium,No,3.0,58.2
9.9,65.1,High,Medium,Yes,7.9,58.0,Medium,Yes,6.0,47.3
15.6,68.9,Medium,High,Yes,5.9,79.7,Medium,Yes,0.0,57.8
24.8,98.8,Low,Medium,No,6.6,66.6,Medium,Yes,3.0,74.1
21.2,79.9,Low,Medium,No,6.3,73.7,Medium,No,1.0,57.2
18.4,85.2,Medium,Medium,No,4.5,96.1,Medium,Yes,1.0,66.3
11.3,71.0,Medium,Low,Yes,7.4,65.6,Medium,Yes,1.0,43.5
16.7,99.8,Medium,High,No,6.2,71.1,Medium,Yes,3.0,62.0
16.0,95.7,Medium,High,No,5.5,65.9,Medium,Yes,1.0,50.3
22.6,78.8,Medium,High,Yes,7.2,73.6,Medium,Yes,0.0,58.7
16.2,91.6,High,Medium,Yes,6.3,71.9,Medium,Yes,1.0,64.6
19.6,87.9,Low,High,Yes,7.5,78.3,Medium,Yes,0.0,66.3
22.9,80.9,High,High,Yes,7.7,53.4,Medium,Yes,0.0,50.6
23.3,87.9,High,Medium,Yes,6.3,56.8,Medium,No,0.0,62.9
14.7,68.1,Medium,High,No,7.0,94.4,Medium,Yes,1.0,74.4
17.8,61.2,Medium,Low,No,7.4,56.4,Medium,Yes,1.0,47.3
19.5,71.6,Low,High,Yes,7.4,53.4,Medium,Yes,1.0,43.4
19.6,89.8,Medium,Low,No,8.0,99.7,Medium,Yes,,72.7
15.0,69.2,Medium,High,Yes,7.9,72.7,Medium,Yes,2.0,59.3
17.2,79.0,Medium,Low,Yes,7.1,50.6,Medium,Yes,2.0,47.2
25.6,98.9,High,Medium,No,9.1,87.4,Medium,Yes,2.0,69.3
14.6,75.5,Low,High,No,7.4,86.5,Medium,Yes,4.0,68.9
24.7,94.8,Medium,Medium,Yes,6.5,92.2,Medium,Yes,1.0,69.6
24.7,67.8,Medium,Medium,Yes,6.9,56.6,Medium,Yes,1.0,50.3
28.9,71.3,Medium,Low,No,6.0,53.1,Medium,Yes,1.0,59.7
23.9,75.9,Medium,Low,Yes,6.9,87.3,Medium,Yes,0.0,56.9
22.1,80.4,Medium,Low,No,8.3,57.8,Medium,Yes,1.0,54.7
25.8,65.4,High,Low,Yes,8.0,76.6,Medium,Yes,0.0,56.5
19.7,91.9,Medium,Medium,No,9.8,65.8,Medium,Yes,2.0,64.1
20.0,70.9,Medium,Medium,Yes,6.5,75.1,Medium,Yes,3.0,61.5
20.9,,Medium,Medium,Yes,8.3,67.5,Medium,Yes,2.0,55.3
21.3,87.1,Medium,Low,Yes,8.0,85.3,Medium,Yes,4.0,70.1
14.3,62.1,Medium,High,Yes,6.9,94.4,Medium,Yes,2.0,59.6
19.2,65.0,Medium,Low,Yes,8.1,79.3,Medium,Yes,1.0,57.6
21.5,98.1,High,Low,No,5.5,52.7,Medium,Yes,1.0,54.3
15.0,61.0,Medium,Medium,No,5.9,58.3,Medium,Yes,2.0,52.6
11.3,96.9,High,Low,,5.7,88.3,Medium,Yes,2.0,60.1
24.6,79.8,Medium,High,No,7.5,50.8,Medium,Yes,0.0,56.6
21.1,92.2,Medium,High,Yes,6.8,78.0,Medium,Yes,2.0,69.2
24.7,97.3,Medium,Medium,Yes,6.1,91.7,Medium,Yes,3.0,83.6
25.8,68.6,High,Medium,Yes,7.4,53.7,Medium,Yes,0.0,53.3
10.7,80.8,Medium,Medium,Yes,8.8,98.1,Medium,Yes,2.0,68.2
9.4,97.2,Low,Medium,No,8.1,96.7,Medium,Yes,0.0,58.0
23.1,71.0,High,High,Yes,8.7,57.1,Medium,Yes,1.0,52.2
23.7,67.5,High,Medium,Yes,6.7,99.0,Medium,Yes,1.0,69.3
22.8,91.1,High,High,Yes,5.9,90.6,Medium,Yes,1.0,76.7
16.9,77.7,Low,Medium,No,8.2,90.2,Medium,Yes,3.0,64.7
24.1,79.8,Low,High,Yes,7.2,69.2,Medium,Yes,1.0,65.0
21.5,76.3,Medium,Medium,Yes,8.4,75.4,Medium,Yes,1.0,59.3
28.3,72.3,Low,Medium,Yes,5.8,61.8,Medium,Yes,2.0,65.2
12.2,94.8,Medium,High,Yes,9.0,66.0,Medium,Yes,0.0,56.2
19.2,83.9,High,High,No,6.0,52.1,Medium,Yes,1.0,57.1
27.1,74.5,High,Medium,Yes,6.5,89.3,Medium,Yes,1.0,65.5
20.6,77.6,High,Medium,Yes,7.3,70.3,Medium,Yes,1.0,55.7
28.8,88.6,Medium,High,No,7.1,99.4,Medium,Yes,1.0,81.8
18.6,94.3,Medium,Medium,No,7.4,95.2,Medium,Yes,2.0,67.9
11.5,69.7,High,Low,Yes,,62.6,Medium,Yes,2.0,46.0
10.1,81.3,Medium,Low,Yes,8.2,94.4,Medium,Yes,3.0,68.2
17.8,86.8,Medium,Medium,Yes,4.3,70.1,Medium,Yes,3.0,58.5
27.2,74.0,High,Medium,Yes,7.7,55.8,Medium,Yes,3.0,56.2
24.1,60.7,Medium,Medium,Yes,8.6,52.5,Medium,Yes,3.0,47.1
24.4,81.3,Medium,High,No,7.5,75.6,Medium,Yes,1.0,67.4
8.7,84.6,Low,Medium,Yes,8.4,96.2,Medium,Yes,0.0,55.9
10.5,89.3,Medium,High,Yes,8.2,61.2,Medium,Yes,0.0,50.1
20.5,64.6,Medium,Medium,Yes,6.7,71.0,Medium,Yes,1.0,53.6
24.0,96.9,Medium,Low,Yes,8.4,94.9,Medium,Yes,0.0,62.0
18.8,89.2,Medium,High,Yes,6.8,82.8,Medium,Yes,1.0,64.2
29.8,77.9,Medium,High,Yes,7.0,74.6,Medium,Yes,0.0,63.6
30.1,94.8,Medium,High,Yes,7.7,90.8,Medium,Yes,0.0,72.5
16.4,80.5,Low,Low,Yes,9.6,98.0,Medium,Yes,1.0,68.7
28.1,65.3,Medium,Medium,Yes,8.0,69.9,Medium,Yes,1.0,59.1
13.1,97.5,Medium,Low,No,7.0,56.2,Medium,Yes,1.0,52.8
19.2,62.2,Medium,Medium,No,7.9,52.3,Medium,Yes,1.0,48.6
32.6,65.8,Low,Medium,No,7.2,95.9,Medium,Yes,1.0,78.2
12.8,,Low,High,Yes,6.5,90.5,Medium,Yes,1.0,66.9
14.3,77.1,Medium,High,No,8.7,94.7,Medium,Yes,2.0,68.6
17.3,92.4,Low,Medium,Yes,5.9,99.5,Medium,Yes,2.0,77.4
16.7,66.6,Medium,Medium,No,10.0,71.3,Medium,No,1.0,56.3
17.7,81.3,Medium,Medium,No,5.7,90.1,Medium,Yes,2.0,66.7
15.0,75.4,Medium,Low,Yes,7.2,81.1,Medium,Yes,1.0,61.3
23.4,71.7,High,Medium,No,8.2,90.9,Medium,No,1.0,60.2
16.9,78.1,,Medium,Yes,9.7,96.3,Medium,Yes,0.0,65.6
10.4,77.3,High,Medium,Yes,6.4,89.4,Medium,Yes,1.0,58.6
9.2,98.3,Medium,Low,No,6.6,91.1,Medium,Yes,1.0,64.5
12.3,93.1,,High,No,8.2,90.6,Medium,Yes,3.0,72.0
11.6,82.3,High,Medium,Yes,6.9,74.8,Medium,Yes,2.0,57.1
27.0,79.3,Low,Medium,Yes,8.1,86.2,Medium,Yes,0.0,69.5
23.4,67.8,High,High,Yes,6.8,56.6,Medium,Yes,0.0,60.6
10.8,72.6,Medium,High,Yes,5.8,99.6,Medium,Yes,6.0,70.6
15.0,76.1,Medium,Low,No,6.8,51.9,Medium,Yes,1.0,37.2
25.0,65.6,Medium,High,Yes,6.9,68.2,Medium,,1.0,61.8
,61.8,High,Low,Yes,5.9,70.4,Medium,Yes,2.0,59.4
27.5,78.8,Medium,Low,Yes,8.6,75.9,Medium,Yes,1.0,65.3
6.2,68.7,High,Medium,No,9.1,78.7,Medium,Yes,0.0,56.4
17.5,91.7,Medium,Medium,Yes,8.1,77.5,Medium,Yes,2.0,64.2
18.4,87.8,High,High,No,7.9,73.1,Medium,Yes,1.0,57.5
17.5,68.4,Medium,Medium,Yes,5.4,71.3,Medium,Yes,1.0,51.3
21.7,78.8,Medium,High,Yes,7.4,55.5,Medium,Yes,0.0,48.0
27.0,66.8,Low,Medium,Yes,4.8,84.4,Medium,Yes,1.0,66.0
19.7,99.6,,Low,Yes,9.2,79.5,Medium,Yes,3.0,59.0
24.3,96.1,High,Medium,No,7.7,59.7,Medium,Yes,2.0,62.4
22.5,63.2,Medium,Medium,,6.4,54.0,Medium,Yes,3.0,41.1
32.6,65.2,High,Medium,Yes,6.4,63.2,Medium,Yes,3.0,69.4
23.1,92.2,High,Medium,Yes,6.8,57.7,Medium,Yes,2.0,64.8
5.9,92.5,Medium,Medium,Yes,5.9,97.4,Medium,Yes,1.0,63.2
26.8,72.6,Medium,Medium,No,5.9,52.5,Medium,Yes,1.0,56.5
21.8,77.6,High,Medium,No,7.5,84.9,Medium,Yes,0.0,60.2
11.4,84.4,High,High,No,7.6,65.7,Medium,Yes,1.0,56.0
22.8,71.4,Medium,Low,Yes,6.9,73.2,Medium,Yes,4.0,63.8
27.2,91.8,Medium,Medium,Yes,9.4,54.1,Medium,Yes,1.0,57.4
23.4,94.2,High,Medium,Yes,7.5,64.4,Medium,Yes,2.0,62.8
31.0,63.4,Medium,Medium,Yes,6.7,99.3,Medium,Yes,1.0,69.5
26.1,73.5,Medium,High,Yes,4.0,72.3,Medium,Yes,1.0,51.7
